age,confirmed_cases,death_cases,date,date_dt
50s,7619,25.0,2020-12-12,2020-12-12
60s,6385,68.0,2020-12-12,2020-12-12
70s,3231,180.0,2020-12-12,2020-12-12
over_80s,1854,298.0,2020-12-12,2020-12-12
under_10s,1258,0.0,2020-12-11,2020-12-11
10s,2512,0.0,2020-12-11,2020-12-11
20s,7395,0.0,2020-12-11,2020-12-11
30s,5277,2.0,2020-12-11,2020-12-11
40s,5714,5.0,2020-12-11,2020-12-11
50s,7445,25.0,2020-12-11,2020-12-11
60s,6237,68.0,2020-12-11,2020-12-11
70s,3162,178.0,2020-12-11,2020-12-11
over_80s,1786,294.0,2020-12-11,2020-12-11
under_10s,1223,0.0,2020-12-10,2020-12-10
10s,2466,0.0,2020-12-10,2020-12-10
20s,7310,0.0,2020-12-10,2020-12-10
30s,5196,2.0,2020-12-10,2020-12-10
40s,5615,5.0,2020-12-10,2020-12-10
50s,7320,25.0,2020-12-10,2020-12-10
60s,6137,65.0,2020-12-10,2020-12-10
70s,3100,177.0,2020-12-10,2020-12-10
over_80s,1731,290.0,2020-12-10,2020-12-10
under_10s,1186,0.0,2020-12-09,2020-12-09
10s,2416,0.0,2020-12-09,2020-12-09
20s,7230,0.0,2020-12-09,2020-12-09
30s,5087,2.0,2020-12-09,2020-12-09
40s,5524,5.0,2020-12-09,2020-12-09
50s,7214,25.0,2020-12-09,2020-12-09
60s,6024,65.0,2020-12-09,2020-12-09
70s,3050,175.0,2020-12-09,2020-12-09
over_80s,1701,284.0,2020-12-09,2020-12-09
under_10s,1162,0.0,2020-12-08,2020-12-08
10s,2373,0.0,2020-12-08,2020-12-08
20s,7167,0.0,2020-12-08,2020-12-08
30s,4992,2.0,2020-12-08,2020-12-08
40s,5428,5.0,2020-12-08,2020-12-08
50s,7089,25.0,2020-12-08,2020-12-08
60s,5899,64.0,2020-12-08,2020-12-08
70s,2976,174.0,2020-12-08,2020-12-08
over_80s,1669,282.0,2020-12-08,2020-12-08
under_10s,1142,0.0,2020-12-07,2020-12-07
10s,2340,0.0,2020-12-07,2020-12-07
20s,7093,0.0,2020-12-07,2020-12-07
30s,4917,2.0,2020-12-07,2020-12-07
40s,5346,5.0,2020-12-07,2020-12-07
50s,6980,24.0,2020-12-07,2020-12-07
60s,5808,64.0,2020-12-07,2020-12-07
70s,2919,174.0,2020-12-07,2020-12-07
over_80s,1616,280.0,2020-12-07,2020-12-07
under_10s,1106,0.0,2020-12-05,2020-12-05
10s,2279,0.0,2020-12-05,2020-12-05
20s,6937,0.0,2020-12-05,2020-12-05
30s,4752,2.0,2020-12-05,2020-12-05
40s,5199,5.0,2020-12-05,2020-12-05
50s,6718,24.0,2020-12-05,2020-12-05
60s,5598,64.0,2020-12-05,2020-12-05
70s,2792,173.0,2020-12-05,2020-12-05
over_80s,1534,272.0,2020-12-05,2020-12-05
under_10s,1083,0.0,2020-12-04,2020-12-04
10s,2227,0.0,2020-12-04,2020-12-04
20s,6837,0.0,2020-12-04,2020-12-04
30s,4686,2.0,2020-12-04,2020-12-04
40s,5121,5.0,2020-12-04,2020-12-04
50s,6625,24.0,2020-12-04,2020-12-04
60s,5508,64.0,2020-12-04,2020-12-04
70s,2742,173.0,2020-12-04,2020-12-04
over_80s,1503,268.0,2020-12-04,2020-12-04
under_10s,1058,0.0,2020-12-03,2020-12-03
10s,2181,0.0,2020-12-03,2020-12-03
20s,6737,0.0,2020-12-03,2020-12-03
30s,4604,2.0,2020-12-03,2020-12-03
40s,5032,5.0,2020-12-03,2020-12-03
50s,6506,24.0,2020-12-03,2020-12-03
60s,5415,64.0,2020-12-03,2020-12-03
70s,2699,171.0,2020-12-03,2020-12-03
over_80s,1471,263.0,2020-12-03,2020-12-03
under_10s,1027,0.0,2020-12-02,2020-12-02
10s,2140,0.0,2020-12-02,2020-12-02
20s,6633,0.0,2020-12-02,2020-12-02
30s,4536,2.0,2020-12-02,2020-12-02
40s,4939,4.0,2020-12-02,2020-12-02
50s,6411,24.0,2020-12-02,2020-12-02
60s,5340,64.0,2020-12-02,2020-12-02
70s,2672,169.0,2020-12-02,2020-12-02
over_80s,1465,263.0,2020-12-02,2020-12-02
under_10s,1008,0.0,2020-12-01,2020-12-01
10s,2097,0.0,2020-12-01,2020-12-01
20s,6548,0.0,2020-12-01,2020-12-01
30s,4447,2.0,2020-12-01,2020-12-01
40s,4860,4.0,2020-12-01,2020-12-01
50s,6312,24.0,2020-12-01,2020-12-01
60s,5283,64.0,2020-12-01,2020-12-01
70s,2649,169.0,2020-12-01,2020-12-01
over_80s,1448,263.0,2020-12-01,2020-12-01
under_10s,993,0.0,2020-11-30,2020-11-30
10s,2050,0.0,2020-11-30,2020-11-30
20s,6466,0.0,2020-11-30,2020-11-30
30s,4381,2.0,2020-11-30,2020-11-30
40s,4797,4.0,2020-11-30,2020-11-30
50s,6218,24.0,2020-11-30,2020-11-30
60s,5240,64.0,2020-11-30,2020-11-30
70s,2622,169.0,2020-11-30,2020-11-30
over_80s,1434,263.0,2020-11-30,2020-11-30
under_10s,977,0.0,2020-11-29,2020-11-29
10s,1996,0.0,2020-11-29,2020-11-29
20s,6412,0.0,2020-11-29,2020-11-29
30s,4349,2.0,2020-11-29,2020-11-29
40s,4759,4.0,2020-11-29,2020-11-29
50s,6142,24.0,2020-11-29,2020-11-29
60s,5183,63.0,2020-11-29,2020-11-29
70s,2598,168.0,2020-11-29,2020-11-29
over_80s,1408,262.0,2020-11-29,2020-11-29
under_10s,959,0.0,2020-11-28,2020-11-28
10s,1959,0.0,2020-11-28,2020-11-28
20s,6319,0.0,2020-11-28,2020-11-28
30s,4284,2.0,2020-11-28,2020-11-28
40s,4690,4.0,2020-11-28,2020-11-28
50s,6060,24.0,2020-11-28,2020-11-28
60s,5137,63.0,2020-11-28,2020-11-28
70s,2572,167.0,2020-11-28,2020-11-28
over_80s,1395,262.0,2020-11-28,2020-11-28
under_10s,946,0.0,2020-11-27,2020-11-27
10s,1922,0.0,2020-11-27,2020-11-27
20s,6251,0.0,2020-11-27,2020-11-27
30s,4212,2.0,2020-11-27,2020-11-27
40s,4598,4.0,2020-11-27,2020-11-27
50s,5982,24.0,2020-11-27,2020-11-27
60s,5055,62.0,2020-11-27,2020-11-27
70s,2542,167.0,2020-11-27,2020-11-27
over_80s,1379,257.0,2020-11-27,2020-11-27
under_10s,925,0.0,2020-11-26,2020-11-26
10s,1882,0.0,2020-11-26,2020-11-26
20s,6165,0.0,2020-11-26,2020-11-26
30s,4127,2.0,2020-11-26,2020-11-26
40s,4499,4.0,2020-11-26,2020-11-26
50s,5865,24.0,2020-11-26,2020-11-26
60s,4987,62.0,2020-11-26,2020-11-26
70s,2515,167.0,2020-11-26,2020-11-26
over_80s,1353,256.0,2020-11-26,2020-11-26
under_10s,904,0.0,2020-11-25,2020-11-25
10s,1825,0.0,2020-11-25,2020-11-25
20s,6040,0.0,2020-11-25,2020-11-25
30s,4044,2.0,2020-11-25,2020-11-25
40s,4406,4.0,2020-11-25,2020-11-25
50s,5770,24.0,2020-11-25,2020-11-25
60s,4915,62.0,2020-11-25,2020-11-25
70s,2487,165.0,2020-11-25,2020-11-25
over_80s,1344,256.0,2020-11-25,2020-11-25
under_10s,893,0.0,2020-11-24,2020-11-24
10s,1794,0.0,2020-11-24,2020-11-24
20s,5988,0.0,2020-11-24,2020-11-24
30s,3983,2.0,2020-11-24,2020-11-24
40s,4331,4.0,2020-11-24,2020-11-24
50s,5698,24.0,2020-11-24,2020-11-24
60s,4869,61.0,2020-11-24,2020-11-24
70s,2463,163.0,2020-11-24,2020-11-24
over_80s,1334,256.0,2020-11-24,2020-11-24
under_10s,877,0.0,2020-11-23,2020-11-23
10s,1776,0.0,2020-11-23,2020-11-23
20s,5921,0.0,2020-11-23,2020-11-23
30s,3930,2.0,2020-11-23,2020-11-23
40s,4271,4.0,2020-11-23,2020-11-23
50s,5638,24.0,2020-11-23,2020-11-23
60s,4826,61.0,2020-11-23,2020-11-23
70s,2438,163.0,2020-11-23,2020-11-23
over_80s,1327,255.0,2020-11-23,2020-11-23
under_10s,854,0.0,2020-11-22,2020-11-22
10s,1755,0.0,2020-11-22,2020-11-22
20s,5880,0.0,2020-11-22,2020-11-22
30s,3889,2.0,2020-11-22,2020-11-22
40s,4222,4.0,2020-11-22,2020-11-22
50s,5588,23.0,2020-11-22,2020-11-22
60s,4806,61.0,2020-11-22,2020-11-22
70s,2421,161.0,2020-11-22,2020-11-22
over_80s,1318,254.0,2020-11-22,2020-11-22
under_10s,837,0.0,2020-11-21,2020-11-21
10s,1735,0.0,2020-11-21,2020-11-21
20s,5815,0.0,2020-11-21,2020-11-21
30s,3842,2.0,2020-11-21,2020-11-21
40s,4158,4.0,2020-11-21,2020-11-21
50s,5532,23.0,2020-11-21,2020-11-21
60s,4774,61.0,2020-11-21,2020-11-21
70s,2403,160.0,2020-11-21,2020-11-21
over_80s,1307,253.0,2020-11-21,2020-11-21
under_10s,822,0.0,2020-11-20,2020-11-20
10s,1699,0.0,2020-11-20,2020-11-20
20s,5707,0.0,2020-11-20,2020-11-20
30s,3793,2.0,2020-11-20,2020-11-20
40s,4102,4.0,2020-11-20,2020-11-20
50s,5476,23.0,2020-11-20,2020-11-20
60s,4737,60.0,2020-11-20,2020-11-20
70s,2380,159.0,2020-11-20,2020-11-20
over_80s,1301,253.0,2020-11-20,2020-11-20
under_10s,811,0.0,2020-11-19,2020-11-19
10s,1664,0.0,2020-11-19,2020-11-19
20s,5642,0.0,2020-11-19,2020-11-19
30s,3744,2.0,2020-11-19,2020-11-19
40s,4043,4.0,2020-11-19,2020-11-19
50s,5416,23.0,2020-11-19,2020-11-19
60s,4692,59.0,2020-11-19,2020-11-19
70s,2352,159.0,2020-11-19,2020-11-19
over_80s,1290,251.0,2020-11-19,2020-11-19
under_10s,789,0.0,2020-11-18,2020-11-18
10s,1621,0.0,2020-11-18,2020-11-18
20s,5594,0.0,2020-11-18,2020-11-18
30s,3697,2.0,2020-11-18,2020-11-18
40s,3987,4.0,2020-11-18,2020-11-18
50s,5361,23.0,2020-11-18,2020-11-18
60s,4648,57.0,2020-11-18,2020-11-18
70s,2335,159.0,2020-11-18,2020-11-18
over_80s,1279,251.0,2020-11-18,2020-11-18
under_10s,784,0.0,2020-11-17,2020-11-17
10s,1605,0.0,2020-11-17,2020-11-17
20s,5547,0.0,2020-11-17,2020-11-17
30s,3650,2.0,2020-11-17,2020-11-17
40s,3926,4.0,2020-11-17,2020-11-17
50s,5306,23.0,2020-11-17,2020-11-17
60s,4607,57.0,2020-11-17,2020-11-17
70s,2315,157.0,2020-11-17,2020-11-17
over_80s,1258,251.0,2020-11-17,2020-11-17
under_10s,774,0.0,2020-11-16,2020-11-16
10s,1593,0.0,2020-11-16,2020-11-16
20s,5510,0.0,2020-11-16,2020-11-16
30s,3624,2.0,2020-11-16,2020-11-16
40s,3890,4.0,2020-11-16,2020-11-16
50s,5262,23.0,2020-11-16,2020-11-16
60s,4569,57.0,2020-11-16,2020-11-16
70s,2297,157.0,2020-11-16,2020-11-16
over_80s,1250,251.0,2020-11-16,2020-11-16
under_10s,748,0.0,2020-11-13,2020-11-13
10s,1554,0.0,2020-11-13,2020-11-13
20s,5411,0.0,2020-11-13,2020-11-13
30s,3538,2.0,2020-11-13,2020-11-13
40s,3805,4.0,2020-11-13,2020-11-13
50s,5137,22.0,2020-11-13,2020-11-13
60s,4444,56.0,2020-11-13,2020-11-13
70s,2262,157.0,2020-11-13,2020-11-13
over_80s,1234,247.0,2020-11-13,2020-11-13
under_10s,741,0.0,2020-11-12,2020-11-12
10s,1545,0.0,2020-11-12,2020-11-12
20s,5383,0.0,2020-11-12,2020-11-12
30s,3519,2.0,2020-11-12,2020-11-12
40s,3782,4.0,2020-11-12,2020-11-12
50s,5095,22.0,2020-11-12,2020-11-12
60s,4416,56.0,2020-11-12,2020-11-12
70s,2245,157.0,2020-11-12,2020-11-12
over_80s,1216,246.0,2020-11-12,2020-11-12
under_10s,735,0.0,2020-11-11,2020-11-11
10s,1532,0.0,2020-11-11,2020-11-11
20s,5357,0.0,2020-11-11,2020-11-11
30s,3496,2.0,2020-11-11,2020-11-11
40s,3760,4.0,2020-11-11,2020-11-11
50s,5070,22.0,2020-11-11,2020-11-11
60s,4401,56.0,2020-11-11,2020-11-11
70s,2236,157.0,2020-11-11,2020-11-11
over_80s,1212,246.0,2020-11-11,2020-11-11
under_10s,729,0.0,2020-11-10,2020-11-10
10s,1527,0.0,2020-11-10,2020-11-10
20s,5337,0.0,2020-11-10,2020-11-10
30s,3478,2.0,2020-11-10,2020-11-10
40s,3748,4.0,2020-11-10,2020-11-10
50s,5049,22.0,2020-11-10,2020-11-10
60s,4371,55.0,2020-11-10,2020-11-10
70s,2217,157.0,2020-11-10,2020-11-10
over_80s,1197,245.0,2020-11-10,2020-11-10
under_10s,726,0.0,2020-11-09,2020-11-09
10s,1518,0.0,2020-11-09,2020-11-09
20s,5316,0.0,2020-11-09,2020-11-09
30s,3465,2.0,2020-11-09,2020-11-09
40s,3736,4.0,2020-11-09,2020-11-09
50s,5036,22.0,2020-11-09,2020-11-09
60s,4356,54.0,2020-11-09,2020-11-09
70s,2208,156.0,2020-11-09,2020-11-09
over_80s,1192,242.0,2020-11-09,2020-11-09
under_10s,723,0.0,2020-11-08,2020-11-08
10s,1512,0.0,2020-11-08,2020-11-08
20s,5301,0.0,2020-11-08,2020-11-08
30s,3440,2.0,2020-11-08,2020-11-08
40s,3717,4.0,2020-11-08,2020-11-08
50s,5017,22.0,2020-11-08,2020-11-08
60s,4341,54.0,2020-11-08,2020-11-08
70s,2193,155.0,2020-11-08,2020-11-08
over_80s,1183,241.0,2020-11-08,2020-11-08
under_10s,719,0.0,2020-11-06,2020-11-06
10s,1503,0.0,2020-11-06,2020-11-06
20s,5282,0.0,2020-11-06,2020-11-06
30s,3399,2.0,2020-11-06,2020-11-06
40s,3674,4.0,2020-11-06,2020-11-06
50s,4986,22.0,2020-11-06,2020-11-06
60s,4304,54.0,2020-11-06,2020-11-06
70s,2158,155.0,2020-11-06,2020-11-06
over_80s,1170,239.0,2020-11-06,2020-11-06
under_10s,719,0.0,2020-11-06,2020-11-06
10s,1503,0.0,2020-11-06,2020-11-06
20s,5282,0.0,2020-11-06,2020-11-06
30s,3399,2.0,2020-11-06,2020-11-06
40s,3674,4.0,2020-11-06,2020-11-06
50s,4986,22.0,2020-11-06,2020-11-06
60s,4304,54.0,2020-11-06,2020-11-06
70s,2158,155.0,2020-11-06,2020-11-06
over_80s,1170,239.0,2020-11-06,2020-11-06
under_10s,710,0.0,2020-11-05,2020-11-05
10s,1496,0.0,2020-11-05,2020-11-05
20s,5258,0.0,2020-11-05,2020-11-05
30s,3375,2.0,2020-11-05,2020-11-05
40s,3648,4.0,2020-11-05,2020-11-05
50s,4958,22.0,2020-11-05,2020-11-05
60s,4291,54.0,2020-11-05,2020-11-05
70s,2149,154.0,2020-11-05,2020-11-05
over_80s,1165,239.0,2020-11-05,2020-11-05
under_10s,709,0.0,2020-11-04,2020-11-04
10s,1488,0.0,2020-11-04,2020-11-04
20s,5237,0.0,2020-11-04,2020-11-04
30s,3355,2.0,2020-11-04,2020-11-04
40s,3625,4.0,2020-11-04,2020-11-04
50s,4929,22.0,2020-11-04,2020-11-04
60s,4276,54.0,2020-11-04,2020-11-04
70s,2143,154.0,2020-11-04,2020-11-04
over_80s,1163,238.0,2020-11-04,2020-11-04
under_10s,707,0.0,2020-11-03,2020-11-03
10s,1485,0.0,2020-11-03,2020-11-03
20s,5218,0.0,2020-11-03,2020-11-03
30s,3330,2.0,2020-11-03,2020-11-03
40s,3614,4.0,2020-11-03,2020-11-03
50s,4909,22.0,2020-11-03,2020-11-03
60s,4253,54.0,2020-11-03,2020-11-03
70s,2133,153.0,2020-11-03,2020-11-03
over_80s,1158,237.0,2020-11-03,2020-11-03
under_10s,704,0.0,2020-11-02,2020-11-02
10s,1480,0.0,2020-11-02,2020-11-02
20s,5201,0.0,2020-11-02,2020-11-02
30s,3317,2.0,2020-11-02,2020-11-02
40s,3607,4.0,2020-11-02,2020-11-02
50s,4894,21.0,2020-11-02,2020-11-02
60s,4242,53.0,2020-11-02,2020-11-02
70s,2130,152.0,2020-11-02,2020-11-02
over_80s,1157,236.0,2020-11-02,2020-11-02
under_10s,692,0.0,2020-10-31,2020-10-31
10s,1457,0.0,2020-10-31,2020-10-31
20s,5168,0.0,2020-10-31,2020-10-31
30s,3285,2.0,2020-10-31,2020-10-31
40s,3563,4.0,2020-10-31,2020-10-31
50s,4871,21.0,2020-10-31,2020-10-31
60s,4209,53.0,2020-10-31,2020-10-31
70s,2116,152.0,2020-10-31,2020-10-31
over_80s,1150,232.0,2020-10-31,2020-10-31
under_10s,685,0.0,2020-10-30,2020-10-30
10s,1452,0.0,2020-10-30,2020-10-30
20s,5147,0.0,2020-10-30,2020-10-30
30s,3263,2.0,2020-10-30,2020-10-30
40s,3545,4.0,2020-10-30,2020-10-30
50s,4845,21.0,2020-10-30,2020-10-30
60s,4202,53.0,2020-10-30,2020-10-30
70s,2106,152.0,2020-10-30,2020-10-30
over_80s,1140,231.0,2020-10-30,2020-10-30
under_10s,677,0.0,2020-10-29,2020-10-29
10s,1443,0.0,2020-10-29,2020-10-29
20s,5131,0.0,2020-10-29,2020-10-29
30s,3247,2.0,2020-10-29,2020-10-29
40s,3526,4.0,2020-10-29,2020-10-29
50s,4829,21.0,2020-10-29,2020-10-29
60s,4182,53.0,2020-10-29,2020-10-29
70s,2100,151.0,2020-10-29,2020-10-29
over_80s,1136,231.0,2020-10-29,2020-10-29
under_10s,666,0.0,2020-10-28,2020-10-28
10s,1435,0.0,2020-10-28,2020-10-28
20s,5118,0.0,2020-10-28,2020-10-28
30s,3224,2.0,2020-10-28,2020-10-28
40s,3512,4.0,2020-10-28,2020-10-28
50s,4812,21.0,2020-10-28,2020-10-28
60s,4157,53.0,2020-10-28,2020-10-28
70s,2090,150.0,2020-10-28,2020-10-28
over_80s,1132,231.0,2020-10-28,2020-10-28
under_10s,662,0.0,2020-10-27,2020-10-27
10s,1429,0.0,2020-10-27,2020-10-27
20s,5098,0.0,2020-10-27,2020-10-27
30s,3209,2.0,2020-10-27,2020-10-27
40s,3495,4.0,2020-10-27,2020-10-27
50s,4792,21.0,2020-10-27,2020-10-27
60s,4148,53.0,2020-10-27,2020-10-27
70s,2083,149.0,2020-10-27,2020-10-27
over_80s,1127,231.0,2020-10-27,2020-10-27
under_10s,660,0.0,2020-10-26,2020-10-26
10s,1422,0.0,2020-10-26,2020-10-26
20s,5086,0.0,2020-10-26,2020-10-26
30s,3200,2.0,2020-10-26,2020-10-26
40s,3481,4.0,2020-10-26,2020-10-26
50s,4769,21.0,2020-10-26,2020-10-26
60s,4135,53.0,2020-10-26,2020-10-26
70s,2079,147.0,2020-10-26,2020-10-26
over_80s,1123,230.0,2020-10-26,2020-10-26
under_10s,654,0.0,2020-10-25,2020-10-25
10s,1417,0.0,2020-10-25,2020-10-25
20s,5065,0.0,2020-10-25,2020-10-25
30s,3175,2.0,2020-10-25,2020-10-25
40s,3459,4.0,2020-10-25,2020-10-25
50s,4747,21.0,2020-10-25,2020-10-25
60s,4124,53.0,2020-10-25,2020-10-25
70s,2076,147.0,2020-10-25,2020-10-25
over_80s,1119,230.0,2020-10-25,2020-10-25
under_10s,649,0.0,2020-10-24,2020-10-24
10s,1410,0.0,2020-10-24,2020-10-24
20s,5055,0.0,2020-10-24,2020-10-24
30s,3167,2.0,2020-10-24,2020-10-24
40s,3448,4.0,2020-10-24,2020-10-24
50s,4738,21.0,2020-10-24,2020-10-24
60s,4118,53.0,2020-10-24,2020-10-24
70s,2075,147.0,2020-10-24,2020-10-24
over_80s,1115,230.0,2020-10-24,2020-10-24
under_10s,642,0.0,2020-10-23,2020-10-23
10s,1403,0.0,2020-10-23,2020-10-23
20s,5043,0.0,2020-10-23,2020-10-23
30s,3163,2.0,2020-10-23,2020-10-23
40s,3439,4.0,2020-10-23,2020-10-23
50s,4724,21.0,2020-10-23,2020-10-23
60s,4104,52.0,2020-10-23,2020-10-23
70s,2070,147.0,2020-10-23,2020-10-23
over_80s,1110,229.0,2020-10-23,2020-10-23
under_10s,640,0.0,2020-10-22,2020-10-22
10s,1392,0.0,2020-10-22,2020-10-22
20s,5033,0.0,2020-10-22,2020-10-22
30s,3145,2.0,2020-10-22,2020-10-22
40s,3418,4.0,2020-10-22,2020-10-22
50s,4698,21.0,2020-10-22,2020-10-22
60s,4078,50.0,2020-10-22,2020-10-22
70s,2057,147.0,2020-10-22,2020-10-22
over_80s,1082,229.0,2020-10-22,2020-10-22
under_10s,638,0.0,2020-10-21,2020-10-21
10s,1390,0.0,2020-10-21,2020-10-21
20s,5015,0.0,2020-10-21,2020-10-21
30s,3135,2.0,2020-10-21,2020-10-21
40s,3400,4.0,2020-10-21,2020-10-21
50s,4674,21.0,2020-10-21,2020-10-21
60s,4052,49.0,2020-10-21,2020-10-21
70s,2046,147.0,2020-10-21,2020-10-21
over_80s,1074,227.0,2020-10-21,2020-10-21
under_10s,637,0.0,2020-10-20,2020-10-20
10s,1386,0.0,2020-10-20,2020-10-20
20s,5003,0.0,2020-10-20,2020-10-20
30s,3123,2.0,2020-10-20,2020-10-20
40s,3382,4.0,2020-10-20,2020-10-20
50s,4659,21.0,2020-10-20,2020-10-20
60s,4038,49.0,2020-10-20,2020-10-20
70s,2041,146.0,2020-10-20,2020-10-20
over_80s,1064,225.0,2020-10-20,2020-10-20
under_10s,634,0.0,2020-10-19,2020-10-19
10s,1383,0.0,2020-10-19,2020-10-19
20s,4992,0.0,2020-10-19,2020-10-19
30s,3116,2.0,2020-10-19,2020-10-19
40s,3370,4.0,2020-10-19,2020-10-19
50s,4650,21.0,2020-10-19,2020-10-19
60s,4029,47.0,2020-10-19,2020-10-19
70s,2038,146.0,2020-10-19,2020-10-19
over_80s,1063,224.0,2020-10-19,2020-10-19
under_10s,632,0.0,2020-10-18,2020-10-18
10s,1380,0.0,2020-10-18,2020-10-18
20s,4979,0.0,2020-10-18,2020-10-18
30s,3109,2.0,2020-10-18,2020-10-18
40s,3355,4.0,2020-10-18,2020-10-18
50s,4637,21.0,2020-10-18,2020-10-18
60s,4022,47.0,2020-10-18,2020-10-18
70s,2031,146.0,2020-10-18,2020-10-18
over_80s,1054,224.0,2020-10-18,2020-10-18
under_10s,628,0.0,2020-10-16,2020-10-16
10s,1374,0.0,2020-10-16,2020-10-16
20s,4962,0.0,2020-10-16,2020-10-16
30s,3079,2.0,2020-10-16,2020-10-16
40s,3336,4.0,2020-10-16,2020-10-16
50s,4596,21.0,2020-10-16,2020-10-16
60s,3990,47.0,2020-10-16,2020-10-16
70s,2021,144.0,2020-10-16,2020-10-16
over_80s,1049,223.0,2020-10-16,2020-10-16
under_10s,628,0.0,2020-10-15,2020-10-15
10s,1372,0.0,2020-10-15,2020-10-15
20s,4955,0.0,2020-10-15,2020-10-15
30s,3070,2.0,2020-10-15,2020-10-15
40s,3326,4.0,2020-10-15,2020-10-15
50s,4588,21.0,2020-10-15,2020-10-15
60s,3983,47.0,2020-10-15,2020-10-15
70s,2019,143.0,2020-10-15,2020-10-15
over_80s,1047,222.0,2020-10-15,2020-10-15
under_10s,623,0.0,2020-10-14,2020-10-14
10s,1369,0.0,2020-10-14,2020-10-14
20s,4942,0.0,2020-10-14,2020-10-14
30s,3060,2.0,2020-10-14,2020-10-14
40s,3318,4.0,2020-10-14,2020-10-14
50s,4583,21.0,2020-10-14,2020-10-14
60s,3970,47.0,2020-10-14,2020-10-14
70s,2008,143.0,2020-10-14,2020-10-14
over_80s,1016,221.0,2020-10-14,2020-10-14
under_10s,619,0.0,2020-10-13,2020-10-13
10s,1362,0.0,2020-10-13,2020-10-13
20s,4912,0.0,2020-10-13,2020-10-13
30s,3049,2.0,2020-10-13,2020-10-13
40s,3307,4.0,2020-10-13,2020-10-13
50s,4574,21.0,2020-10-13,2020-10-13
60s,3962,47.0,2020-10-13,2020-10-13
70s,2006,142.0,2020-10-13,2020-10-13
over_80s,1014,218.0,2020-10-13,2020-10-13
under_10s,606,0.0,2020-10-11,2020-10-11
10s,1353,0.0,2020-10-11,2020-10-11
20s,4872,0.0,2020-10-11,2020-10-11
30s,3014,2.0,2020-10-11,2020-10-11
40s,3271,4.0,2020-10-11,2020-10-11
50s,4549,20.0,2020-10-11,2020-10-11
60s,3939,46.0,2020-10-11,2020-10-11
70s,1991,142.0,2020-10-11,2020-10-11
over_80s,1011,218.0,2020-10-11,2020-10-11
under_10s,602,0.0,2020-10-10,2020-10-10
10s,1353,0.0,2020-10-10,2020-10-10
20s,4861,0.0,2020-10-10,2020-10-10
30s,3000,2.0,2020-10-10,2020-10-10
40s,3263,4.0,2020-10-10,2020-10-10
50s,4543,20.0,2020-10-10,2020-10-10
60s,3933,46.0,2020-10-10,2020-10-10
70s,1985,142.0,2020-10-10,2020-10-10
over_80s,1008,216.0,2020-10-10,2020-10-10
under_10s,594,0.0,2020-10-07,2020-10-07
10s,1334,0.0,2020-10-07,2020-10-07
20s,4836,0.0,2020-10-07,2020-10-07
30s,2979,2.0,2020-10-07,2020-10-07
40s,3242,4.0,2020-10-07,2020-10-07
50s,4515,19.0,2020-10-07,2020-10-07
60s,3890,46.0,2020-10-07,2020-10-07
70s,1964,141.0,2020-10-07,2020-10-07
over_80s,999,213.0,2020-10-07,2020-10-07
under_10s,593,0.0,2020-10-06,2020-10-06
10s,1332,0.0,2020-10-06,2020-10-06
20s,4828,0.0,2020-10-06,2020-10-06
30s,2966,2.0,2020-10-06,2020-10-06
40s,3232,4.0,2020-10-06,2020-10-06
50s,4487,19.0,2020-10-06,2020-10-06
60s,3859,46.0,2020-10-06,2020-10-06
70s,1948,141.0,2020-10-06,2020-10-06
over_80s,994,210.0,2020-10-06,2020-10-06
under_10s,588,0.0,2020-10-05,2020-10-05
10s,1324,0.0,2020-10-05,2020-10-05
20s,4802,0.0,2020-10-05,2020-10-05
30s,2958,2.0,2020-10-05,2020-10-05
40s,3230,4.0,2020-10-05,2020-10-05
50s,4476,19.0,2020-10-05,2020-10-05
60s,3850,46.0,2020-10-05,2020-10-05
70s,1944,141.0,2020-10-05,2020-10-05
over_80s,992,210.0,2020-10-05,2020-10-05
under_10s,588,0.0,2020-10-04,2020-10-04
10s,1321,0.0,2020-10-04,2020-10-04
20s,4785,0.0,2020-10-04,2020-10-04
30s,2949,2.0,2020-10-04,2020-10-04
40s,3222,4.0,2020-10-04,2020-10-04
50s,4464,19.0,2020-10-04,2020-10-04
60s,3836,45.0,2020-10-04,2020-10-04
70s,1938,141.0,2020-10-04,2020-10-04
over_80s,988,210.0,2020-10-04,2020-10-04
under_10s,588,0.0,2020-10-03,2020-10-03
10s,1317,0.0,2020-10-03,2020-10-03
20s,4781,0.0,2020-10-03,2020-10-03
30s,2940,2.0,2020-10-03,2020-10-03
40s,3209,4.0,2020-10-03,2020-10-03
50s,4456,19.0,2020-10-03,2020-10-03
60s,3824,44.0,2020-10-03,2020-10-03
70s,1930,141.0,2020-10-03,2020-10-03
over_80s,982,210.0,2020-10-03,2020-10-03
under_10s,587,0.0,2020-10-02,2020-10-02
10s,1316,0.0,2020-10-02,2020-10-02
20s,4775,0.0,2020-10-02,2020-10-02
30s,2927,2.0,2020-10-02,2020-10-02
40s,3198,4.0,2020-10-02,2020-10-02
50s,4445,19.0,2020-10-02,2020-10-02
60s,3808,44.0,2020-10-02,2020-10-02
70s,1917,138.0,2020-10-02,2020-10-02
over_80s,979,209.0,2020-10-02,2020-10-02
under_10s,584,0.0,2020-10-01,2020-10-01
10s,1310,0.0,2020-10-01,2020-10-01
20s,4769,0.0,2020-10-01,2020-10-01
