age,confirmed_cases,death_cases,date,date_dt
60s,2446561,3162.0,2022-09-04,2022-09-04
70s,1196771,6242.0,2022-09-04,2022-09-04
over_80s,706726,15954.0,2022-09-04,2022-09-04
under_10s,2646078,30.0,2022-09-04,2022-09-04
10s,3017723,16.0,2022-09-04,2022-09-04
20s,3507132,67.0,2022-09-04,2022-09-04
30s,3454911,126.0,2022-09-04,2022-09-04
40s,3604491,370.0,2022-09-04,2022-09-04
50s,2988799,1126.0,2022-09-04,2022-09-04
60s,2446561,3162.0,2022-09-04,2022-09-04
70s,1196771,6242.0,2022-09-04,2022-09-04
over_80s,706726,15954.0,2022-09-04,2022-09-04
under_10s,2639387,30.0,2022-09-03,2022-09-03
10s,3008595,16.0,2022-09-03,2022-09-03
20s,3499033,67.0,2022-09-03,2022-09-03
30s,3445943,126.0,2022-09-03,2022-09-03
40s,3594117,369.0,2022-09-03,2022-09-03
50s,2978688,1123.0,2022-09-03,2022-09-03
60s,2436807,3158.0,2022-09-03,2022-09-03
70s,1191062,6221.0,2022-09-03,2022-09-03
over_80s,703416,15904.0,2022-09-03,2022-09-03
under_10s,2632215,30.0,2022-09-02,2022-09-02
10s,2997835,16.0,2022-09-02,2022-09-02
20s,3489487,67.0,2022-09-02,2022-09-02
30s,3435949,126.0,2022-09-02,2022-09-02
40s,3583038,368.0,2022-09-02,2022-09-02
50s,2967705,1122.0,2022-09-02,2022-09-02
60s,2426334,3151.0,2022-09-02,2022-09-02
70s,1184891,6203.0,2022-09-02,2022-09-02
over_80s,699971,15857.0,2022-09-02,2022-09-02
under_10s,2623091,30.0,2022-09-01,2022-09-01
10s,2985507,16.0,2022-09-01,2022-09-01
20s,3478005,67.0,2022-09-01,2022-09-01
30s,3424586,126.0,2022-09-01,2022-09-01
40s,3570503,367.0,2022-09-01,2022-09-01
50s,2955953,1121.0,2022-09-01,2022-09-01
60s,2415281,3144.0,2022-09-01,2022-09-01
70s,1178651,6188.0,2022-09-01,2022-09-01
over_80s,696320,15817.0,2022-09-01,2022-09-01
under_10s,2617021,30.0,2022-08-31,2022-08-31
10s,2976751,16.0,2022-08-31,2022-08-31
20s,3467099,67.0,2022-08-31,2022-08-31
30s,3413089,126.0,2022-08-31,2022-08-31
40s,3558089,364.0,2022-08-31,2022-08-31
50s,2944146,1116.0,2022-08-31,2022-08-31
60s,2404708,3136.0,2022-08-31,2022-08-31
70s,1172687,6162.0,2022-08-31,2022-08-31
over_80s,692808,15747.0,2022-08-31,2022-08-31
under_10s,2608288,30.0,2022-08-30,2022-08-30
10s,2964172,16.0,2022-08-30,2022-08-30
20s,3453498,67.0,2022-08-30,2022-08-30
30s,3398986,124.0,2022-08-30,2022-08-30
40s,3543001,363.0,2022-08-30,2022-08-30
50s,2929944,1112.0,2022-08-30,2022-08-30
60s,2391525,3126.0,2022-08-30,2022-08-30
70s,1164854,6143.0,2022-08-30,2022-08-30
over_80s,688211,15708.0,2022-08-30,2022-08-30
under_10s,2597487,30.0,2022-08-29,2022-08-29
10s,2948262,16.0,2022-08-29,2022-08-29
20s,3439462,67.0,2022-08-29,2022-08-29
30s,3383456,124.0,2022-08-29,2022-08-29
40s,3525742,362.0,2022-08-29,2022-08-29
50s,2913830,1106.0,2022-08-29,2022-08-29
60s,2378093,3123.0,2022-08-29,2022-08-29
70s,1156693,6120.0,2022-08-29,2022-08-29
over_80s,683935,15670.0,2022-08-29,2022-08-29
under_10s,2592140,30.0,2022-08-28,2022-08-28
10s,2942409,16.0,2022-08-28,2022-08-28
20s,3434052,67.0,2022-08-28,2022-08-28
30s,3377163,124.0,2022-08-28,2022-08-28
40s,3519400,362.0,2022-08-28,2022-08-28
50s,2908557,1103.0,2022-08-28,2022-08-28
60s,2373432,3119.0,2022-08-28,2022-08-28
70s,1154259,6107.0,2022-08-28,2022-08-28
over_80s,682406,15641.0,2022-08-28,2022-08-28
under_10s,2584051,30.0,2022-08-27,2022-08-27
10s,2932494,16.0,2022-08-27,2022-08-27
20s,3423734,67.0,2022-08-27,2022-08-27
30s,3366523,123.0,2022-08-27,2022-08-27
40s,3507395,362.0,2022-08-27,2022-08-27
50s,2896403,1101.0,2022-08-27,2022-08-27
60s,2361810,3109.0,2022-08-27,2022-08-27
70s,1147427,6092.0,2022-08-27,2022-08-27
over_80s,678686,15599.0,2022-08-27,2022-08-27
under_10s,2575352,30.0,2022-08-26,2022-08-26
10s,2920341,16.0,2022-08-26,2022-08-26
20s,3411494,67.0,2022-08-26,2022-08-26
30s,3354626,123.0,2022-08-26,2022-08-26
40s,3494478,362.0,2022-08-26,2022-08-26
50s,2883342,1097.0,2022-08-26,2022-08-26
60s,2349179,3102.0,2022-08-26,2022-08-26
70s,1139857,6068.0,2022-08-26,2022-08-26
over_80s,674316,15548.0,2022-08-26,2022-08-26
under_10s,2566227,30.0,2022-08-25,2022-08-25
10s,2908143,16.0,2022-08-25,2022-08-25
20s,3397622,66.0,2022-08-25,2022-08-25
30s,3341241,123.0,2022-08-25,2022-08-25
40s,3480580,361.0,2022-08-25,2022-08-25
50s,2869156,1092.0,2022-08-25,2022-08-25
60s,2336245,3091.0,2022-08-25,2022-08-25
70s,1132520,6049.0,2022-08-25,2022-08-25
over_80s,670187,15504.0,2022-08-25,2022-08-25
under_10s,2556566,29.0,2022-08-24,2022-08-24
10s,2895420,16.0,2022-08-24,2022-08-24
20s,3381063,66.0,2022-08-24,2022-08-24
30s,3325340,123.0,2022-08-24,2022-08-24
40s,3464206,359.0,2022-08-24,2022-08-24
50s,2853585,1089.0,2022-08-24,2022-08-24
60s,2322110,3084.0,2022-08-24,2022-08-24
70s,1124599,6026.0,2022-08-24,2022-08-24
over_80s,665751,15432.0,2022-08-24,2022-08-24
under_10s,2544663,29.0,2022-08-23,2022-08-23
10s,2879136,15.0,2022-08-23,2022-08-23
20s,3361277,66.0,2022-08-23,2022-08-23
30s,3306123,123.0,2022-08-23,2022-08-23
40s,3444607,358.0,2022-08-23,2022-08-23
50s,2834577,1088.0,2022-08-23,2022-08-23
60s,2304979,3081.0,2022-08-23,2022-08-23
70s,1114581,6016.0,2022-08-23,2022-08-23
over_80s,659532,15385.0,2022-08-23,2022-08-23
under_10s,2531268,29.0,2022-08-22,2022-08-22
10s,2860752,15.0,2022-08-22,2022-08-22
20s,3341132,66.0,2022-08-22,2022-08-22
30s,3284963,122.0,2022-08-22,2022-08-22
40s,3422083,356.0,2022-08-22,2022-08-22
50s,2813361,1086.0,2022-08-22,2022-08-22
60s,2287287,3070.0,2022-08-22,2022-08-22
70s,1104431,6011.0,2022-08-22,2022-08-22
over_80s,654100,15354.0,2022-08-22,2022-08-22
under_10s,2524285,29.0,2022-08-21,2022-08-21
10s,2853482,15.0,2022-08-21,2022-08-21
20s,3333071,66.0,2022-08-21,2022-08-21
30s,3276294,122.0,2022-08-21,2022-08-21
40s,3413526,354.0,2022-08-21,2022-08-21
50s,2805879,1084.0,2022-08-21,2022-08-21
60s,2280709,3062.0,2022-08-21,2022-08-21
70s,1101066,6000.0,2022-08-21,2022-08-21
over_80s,652019,15312.0,2022-08-21,2022-08-21
under_10s,2514431,29.0,2022-08-20,2022-08-20
10s,2841434,15.0,2022-08-20,2022-08-20
20s,3318145,65.0,2022-08-20,2022-08-20
30s,3261820,122.0,2022-08-20,2022-08-20
40s,3397899,354.0,2022-08-20,2022-08-20
50s,2789849,1082.0,2022-08-20,2022-08-20
60s,2265668,3053.0,2022-08-20,2022-08-20
70s,1092699,5991.0,2022-08-20,2022-08-20
over_80s,647442,15269.0,2022-08-20,2022-08-20
under_10s,2503169,29.0,2022-08-19,2022-08-19
10s,2826556,15.0,2022-08-19,2022-08-19
20s,3298872,65.0,2022-08-19,2022-08-19
30s,3244738,121.0,2022-08-19,2022-08-19
40s,3380184,353.0,2022-08-19,2022-08-19
50s,2771960,1081.0,2022-08-19,2022-08-19
60s,2249300,3042.0,2022-08-19,2022-08-19
70s,1083216,5968.0,2022-08-19,2022-08-19
over_80s,642042,15222.0,2022-08-19,2022-08-19
under_10s,2492058,29.0,2022-08-18,2022-08-18
10s,2811538,15.0,2022-08-18,2022-08-18
20s,3276742,65.0,2022-08-18,2022-08-18
30s,3225121,120.0,2022-08-18,2022-08-18
40s,3360679,353.0,2022-08-18,2022-08-18
50s,2752576,1075.0,2022-08-18,2022-08-18
60s,2232121,3035.0,2022-08-18,2022-08-18
70s,1073626,5951.0,2022-08-18,2022-08-18
over_80s,636835,15170.0,2022-08-18,2022-08-18
under_10s,2477439,29.0,2022-08-17,2022-08-17
10s,2792752,14.0,2022-08-17,2022-08-17
20s,3248422,65.0,2022-08-17,2022-08-17
30s,3199247,120.0,2022-08-17,2022-08-17
40s,3335613,353.0,2022-08-17,2022-08-17
50s,2727723,1071.0,2022-08-17,2022-08-17
60s,2210455,3027.0,2022-08-17,2022-08-17
70s,1061453,5935.0,2022-08-17,2022-08-17
over_80s,629712,15138.0,2022-08-17,2022-08-17
under_10s,2463977,28.0,2022-08-16,2022-08-16
10s,2775714,14.0,2022-08-16,2022-08-16
20s,3220677,65.0,2022-08-16,2022-08-16
30s,3171868,120.0,2022-08-16,2022-08-16
40s,3307600,351.0,2022-08-16,2022-08-16
50s,2700635,1070.0,2022-08-16,2022-08-16
60s,2188766,3024.0,2022-08-16,2022-08-16
70s,1049378,5924.0,2022-08-16,2022-08-16
over_80s,623549,15114.0,2022-08-16,2022-08-16
under_10s,2455747,28.0,2022-08-15,2022-08-15
10s,2767637,14.0,2022-08-15,2022-08-15
20s,3208425,65.0,2022-08-15,2022-08-15
30s,3158472,120.0,2022-08-15,2022-08-15
40s,3293986,351.0,2022-08-15,2022-08-15
50s,2688393,1069.0,2022-08-15,2022-08-15
60s,2179405,3019.0,2022-08-15,2022-08-15
70s,1044825,5914.0,2022-08-15,2022-08-15
over_80s,621146,15093.0,2022-08-15,2022-08-15
under_10s,2448708,28.0,2022-08-14,2022-08-14
10s,2761133,14.0,2022-08-14,2022-08-14
20s,3199815,65.0,2022-08-14,2022-08-14
30s,3149417,120.0,2022-08-14,2022-08-14
40s,3284557,350.0,2022-08-14,2022-08-14
50s,2679898,1068.0,2022-08-14,2022-08-14
60s,2172305,3011.0,2022-08-14,2022-08-14
70s,1041156,5899.0,2022-08-14,2022-08-14
over_80s,618969,15068.0,2022-08-14,2022-08-14
under_10s,2437423,28.0,2022-08-13,2022-08-13
10s,2749265,14.0,2022-08-13,2022-08-13
20s,3183609,65.0,2022-08-13,2022-08-13
30s,3133626,120.0,2022-08-13,2022-08-13
40s,3267208,349.0,2022-08-13,2022-08-13
50s,2661964,1064.0,2022-08-13,2022-08-13
60s,2156533,3006.0,2022-08-13,2022-08-13
70s,1032485,5889.0,2022-08-13,2022-08-13
over_80s,614242,15031.0,2022-08-13,2022-08-13
under_10s,2426754,27.0,2022-08-12,2022-08-12
10s,2736954,14.0,2022-08-12,2022-08-12
20s,3164810,65.0,2022-08-12,2022-08-12
30s,3116566,120.0,2022-08-12,2022-08-12
40s,3249300,347.0,2022-08-12,2022-08-12
50s,2643657,1062.0,2022-08-12,2022-08-12
60s,2140537,3005.0,2022-08-12,2022-08-12
70s,1023789,5869.0,2022-08-12,2022-08-12
over_80s,609473,14990.0,2022-08-12,2022-08-12
under_10s,2416422,27.0,2022-08-11,2022-08-11
10s,2724110,14.0,2022-08-11,2022-08-11
20s,3143857,65.0,2022-08-11,2022-08-11
30s,3098306,118.0,2022-08-11,2022-08-11
40s,3230840,346.0,2022-08-11,2022-08-11
50s,2624780,1060.0,2022-08-11,2022-08-11
60s,2124703,3002.0,2022-08-11,2022-08-11
70s,1015272,5854.0,2022-08-11,2022-08-11
over_80s,604879,14955.0,2022-08-11,2022-08-11
under_10s,2405668,27.0,2022-08-10,2022-08-10
10s,2710299,14.0,2022-08-10,2022-08-10
20s,3119496,63.0,2022-08-10,2022-08-10
30s,3078225,118.0,2022-08-10,2022-08-10
40s,3211236,346.0,2022-08-10,2022-08-10
50s,2605121,1056.0,2022-08-10,2022-08-10
60s,2108674,2993.0,2022-08-10,2022-08-10
70s,1006831,5843.0,2022-08-10,2022-08-10
over_80s,600423,14922.0,2022-08-10,2022-08-10
under_10s,2394513,27.0,2022-08-09,2022-08-09
10s,2695624,14.0,2022-08-09,2022-08-09
20s,3093405,63.0,2022-08-09,2022-08-09
30s,3055468,118.0,2022-08-09,2022-08-09
40s,3188973,345.0,2022-08-09,2022-08-09
50s,2583169,1053.0,2022-08-09,2022-08-09
60s,2091028,2989.0,2022-08-09,2022-08-09
70s,997196,5836.0,2022-08-09,2022-08-09
over_80s,594863,14887.0,2022-08-09,2022-08-09
under_10s,2383440,27.0,2022-08-08,2022-08-08
10s,2682112,14.0,2022-08-08,2022-08-08
20s,3069182,63.0,2022-08-08,2022-08-08
30s,3032495,117.0,2022-08-08,2022-08-08
40s,3165091,344.0,2022-08-08,2022-08-08
50s,2559890,1052.0,2022-08-08,2022-08-08
60s,2074025,2985.0,2022-08-08,2022-08-08
70s,987886,5828.0,2022-08-08,2022-08-08
over_80s,590299,14862.0,2022-08-08,2022-08-08
under_10s,2377929,27.0,2022-08-07,2022-08-07
10s,2676711,14.0,2022-08-07,2022-08-07
20s,3060484,63.0,2022-08-07,2022-08-07
30s,3023664,117.0,2022-08-07,2022-08-07
40s,3156354,343.0,2022-08-07,2022-08-07
50s,2552173,1051.0,2022-08-07,2022-08-07
60s,2068071,2983.0,2022-08-07,2022-08-07
70s,985044,5822.0,2022-08-07,2022-08-07
over_80s,588698,14843.0,2022-08-07,2022-08-07
under_10s,2369349,27.0,2022-08-06,2022-08-06
10s,2666100,14.0,2022-08-06,2022-08-06
20s,3044362,63.0,2022-08-06,2022-08-06
30s,3008475,116.0,2022-08-06,2022-08-06
40s,3140628,342.0,2022-08-06,2022-08-06
50s,2536214,1051.0,2022-08-06,2022-08-06
60s,2055442,2980.0,2022-08-06,2022-08-06
70s,978104,5817.0,2022-08-06,2022-08-06
over_80s,584947,14826.0,2022-08-06,2022-08-06
under_10s,2360434,27.0,2022-08-05,2022-08-05
10s,2654767,14.0,2022-08-05,2022-08-05
20s,3026434,63.0,2022-08-05,2022-08-05
30s,2992516,115.0,2022-08-05,2022-08-05
40s,3124110,342.0,2022-08-05,2022-08-05
50s,2520049,1050.0,2022-08-05,2022-08-05
60s,2042448,2975.0,2022-08-05,2022-08-05
70s,971230,5807.0,2022-08-05,2022-08-05
over_80s,581023,14798.0,2022-08-05,2022-08-05
under_10s,2351317,27.0,2022-08-04,2022-08-04
10s,2642978,14.0,2022-08-04,2022-08-04
20s,3007348,63.0,2022-08-04,2022-08-04
30s,2975938,115.0,2022-08-04,2022-08-04
40s,3107458,341.0,2022-08-04,2022-08-04
50s,2503619,1045.0,2022-08-04,2022-08-04
60s,2029527,2969.0,2022-08-04,2022-08-04
70s,964593,5795.0,2022-08-04,2022-08-04
over_80s,577376,14775.0,2022-08-04,2022-08-04
under_10s,2343532,27.0,2022-08-03,2022-08-03
10s,2632281,14.0,2022-08-03,2022-08-03
20s,2987809,63.0,2022-08-03,2022-08-03
30s,2959748,114.0,2022-08-03,2022-08-03
40s,3091110,340.0,2022-08-03,2022-08-03
50s,2487910,1042.0,2022-08-03,2022-08-03
60s,2017250,2964.0,2022-08-03,2022-08-03
70s,958498,5789.0,2022-08-03,2022-08-03
over_80s,574167,14757.0,2022-08-03,2022-08-03
under_10s,2334636,27.0,2022-08-02,2022-08-02
10s,2620355,14.0,2022-08-02,2022-08-02
20s,2966731,63.0,2022-08-02,2022-08-02
30s,2941668,113.0,2022-08-02,2022-08-02
40s,3072901,339.0,2022-08-02,2022-08-02
50s,2470589,1041.0,2022-08-02,2022-08-02
60s,2003828,2962.0,2022-08-02,2022-08-02
70s,951572,5783.0,2022-08-02,2022-08-02
over_80s,570159,14742.0,2022-08-02,2022-08-02
under_10s,2321318,27.0,2022-07-31,2022-07-31
10s,2604518,14.0,2022-07-31,2022-07-31
20s,2940844,62.0,2022-07-31,2022-07-31
30s,2917012,113.0,2022-07-31,2022-07-31
40s,3047707,338.0,2022-07-31,2022-07-31
50s,2448328,1039.0,2022-07-31,2022-07-31
60s,1987217,2961.0,2022-07-31,2022-07-31
70s,943012,5772.0,2022-07-31,2022-07-31
over_80s,566094,14721.0,2022-07-31,2022-07-31
under_10s,2315283,27.0,2022-07-30,2022-07-30
10s,2596919,14.0,2022-07-30,2022-07-30
20s,2929200,62.0,2022-07-30,2022-07-30
30s,2906322,113.0,2022-07-30,2022-07-30
40s,3036102,338.0,2022-07-30,2022-07-30
50s,2437538,1037.0,2022-07-30,2022-07-30
60s,1978719,2960.0,2022-07-30,2022-07-30
70s,938514,5764.0,2022-07-30,2022-07-30
over_80s,563864,14712.0,2022-07-30,2022-07-30
under_10s,2308297,27.0,2022-07-29,2022-07-29
10s,2588060,13.0,2022-07-29,2022-07-29
20s,2914749,62.0,2022-07-29,2022-07-29
30s,2894299,113.0,2022-07-29,2022-07-29
40s,3023850,338.0,2022-07-29,2022-07-29
50s,2426107,1035.0,2022-07-29,2022-07-29
60s,1969737,2954.0,2022-07-29,2022-07-29
70s,933947,5758.0,2022-07-29,2022-07-29
over_80s,561471,14692.0,2022-07-29,2022-07-29
under_10s,2301248,27.0,2022-07-28,2022-07-28
10s,2578276,13.0,2022-07-28,2022-07-28
20s,2899302,62.0,2022-07-28,2022-07-28
30s,2881501,113.0,2022-07-28,2022-07-28
40s,3011030,338.0,2022-07-28,2022-07-28
50s,2414328,1033.0,2022-07-28,2022-07-28
60s,1960879,2952.0,2022-07-28,2022-07-28
70s,929467,5752.0,2022-07-28,2022-07-28
over_80s,559211,14667.0,2022-07-28,2022-07-28
under_10s,2293770,27.0,2022-07-27,2022-07-27
10s,2567922,13.0,2022-07-27,2022-07-27
20s,2882301,62.0,2022-07-27,2022-07-27
30s,2867589,113.0,2022-07-27,2022-07-27
40s,2997396,338.0,2022-07-27,2022-07-27
50s,2402839,1031.0,2022-07-27,2022-07-27
60s,1952463,2950.0,2022-07-27,2022-07-27
70s,925457,5743.0,2022-07-27,2022-07-27
over_80s,557209,14655.0,2022-07-27,2022-07-27
under_10s,2285444,27.0,2022-07-26,2022-07-26
10s,2556268,13.0,2022-07-26,2022-07-26
20s,2863446,61.0,2022-07-26,2022-07-26
30s,2851736,113.0,2022-07-26,2022-07-26
40s,2981978,338.0,2022-07-26,2022-07-26
50s,2389844,1030.0,2022-07-26,2022-07-26
60s,1942917,2945.0,2022-07-26,2022-07-26
70s,920568,5739.0,2022-07-26,2022-07-26
over_80s,554563,14641.0,2022-07-26,2022-07-26
under_10s,2276570,27.0,2022-07-25,2022-07-25
10s,2543649,13.0,2022-07-25,2022-07-25
20s,2846534,61.0,2022-07-25,2022-07-25
30s,2835927,113.0,2022-07-25,2022-07-25
40s,2965653,336.0,2022-07-25,2022-07-25
50s,2376340,1030.0,2022-07-25,2022-07-25
60s,1934208,2943.0,2022-07-25,2022-07-25
70s,916144,5737.0,2022-07-25,2022-07-25
over_80s,552471,14630.0,2022-07-25,2022-07-25
under_10s,2272334,27.0,2022-07-24,2022-07-24
10s,2538095,13.0,2022-07-24,2022-07-24
20s,2840933,61.0,2022-07-24,2022-07-24
30s,2830404,113.0,2022-07-24,2022-07-24
40s,2960036,335.0,2022-07-24,2022-07-24
50s,2372135,1030.0,2022-07-24,2022-07-24
60s,1931228,2942.0,2022-07-24,2022-07-24
70s,914725,5735.0,2022-07-24,2022-07-24
over_80s,551723,14617.0,2022-07-24,2022-07-24
under_10s,2266325,27.0,2022-07-23,2022-07-23
10s,2528047,13.0,2022-07-23,2022-07-23
20s,2830388,61.0,2022-07-23,2022-07-23
30s,2821282,113.0,2022-07-23,2022-07-23
40s,2950322,335.0,2022-07-23,2022-07-23
50s,2363452,1028.0,2022-07-23,2022-07-23
60s,1924841,2938.0,2022-07-23,2022-07-23
70s,911433,5730.0,2022-07-23,2022-07-23
over_80s,550090,14610.0,2022-07-23,2022-07-23
under_10s,2260278,26.0,2022-07-22,2022-07-22
10s,2517556,13.0,2022-07-22,2022-07-22
20s,2818283,61.0,2022-07-22,2022-07-22
30s,2811608,113.0,2022-07-22,2022-07-22
40s,2940488,335.0,2022-07-22,2022-07-22
50s,2354538,1028.0,2022-07-22,2022-07-22
60s,1918243,2933.0,2022-07-22,2022-07-22
70s,908233,5722.0,2022-07-22,2022-07-22
over_80s,548432,14594.0,2022-07-22,2022-07-22
under_10s,2254180,26.0,2022-07-21,2022-07-21
10s,2507380,13.0,2022-07-21,2022-07-21
20s,2804791,61.0,2022-07-21,2022-07-21
30s,2801535,113.0,2022-07-21,2022-07-21
40s,2930584,334.0,2022-07-21,2022-07-21
50s,2346220,1025.0,2022-07-21,2022-07-21
60s,1912045,2930.0,2022-07-21,2022-07-21
70s,905285,5715.0,2022-07-21,2022-07-21
over_80s,547060,14577.0,2022-07-21,2022-07-21
under_10s,2248165,26.0,2022-07-20,2022-07-20
10s,2497161,13.0,2022-07-20,2022-07-20
20s,2790027,61.0,2022-07-20,2022-07-20
30s,2790388,113.0,2022-07-20,2022-07-20
40s,2919879,334.0,2022-07-20,2022-07-20
50s,2337844,1024.0,2022-07-20,2022-07-20
60s,1906189,2929.0,2022-07-20,2022-07-20
70s,902520,5711.0,2022-07-20,2022-07-20
over_80s,545798,14566.0,2022-07-20,2022-07-20
under_10s,2241434,26.0,2022-07-19,2022-07-19
10s,2484981,13.0,2022-07-19,2022-07-19
20s,2775646,61.0,2022-07-19,2022-07-19
30s,2778536,113.0,2022-07-19,2022-07-19
40s,2908449,334.0,2022-07-19,2022-07-19
50s,2328822,1024.0,2022-07-19,2022-07-19
60s,1899886,2928.0,2022-07-19,2022-07-19
70s,899569,5710.0,2022-07-19,2022-07-19
over_80s,544270,14556.0,2022-07-19,2022-07-19
under_10s,2234641,25.0,2022-07-18,2022-07-18
10s,2471334,13.0,2022-07-18,2022-07-18
20s,2763278,61.0,2022-07-18,2022-07-18
30s,2767294,113.0,2022-07-18,2022-07-18
40s,2897047,334.0,2022-07-18,2022-07-18
50s,2319895,1023.0,2022-07-18,2022-07-18
60s,1894423,2927.0,2022-07-18,2022-07-18
70s,896989,5709.0,2022-07-18,2022-07-18
over_80s,543155,14548.0,2022-07-18,2022-07-18
under_10s,2231214,25.0,2022-07-17,2022-07-17
10s,2466133,13.0,2022-07-17,2022-07-17
20s,2759042,61.0,2022-07-17,2022-07-17
30s,2763451,112.0,2022-07-17,2022-07-17
40s,2893168,333.0,2022-07-17,2022-07-17
50s,2317214,1022.0,2022-07-17,2022-07-17
60s,1892616,2925.0,2022-07-17,2022-07-17
70s,896231,5707.0,2022-07-17,2022-07-17
over_80s,542688,14544.0,2022-07-17,2022-07-17
under_10s,2227344,25.0,2022-07-16,2022-07-16
10s,2459476,13.0,2022-07-16,2022-07-16
20s,2752293,61.0,2022-07-16,2022-07-16
30s,2757727,112.0,2022-07-16,2022-07-16
40s,2887105,332.0,2022-07-16,2022-07-16
50s,2312006,1022.0,2022-07-16,2022-07-16
60s,1889053,2922.0,2022-07-16,2022-07-16
70s,894531,5707.0,2022-07-16,2022-07-16
over_80s,541880,14534.0,2022-07-16,2022-07-16
under_10s,2223570,24.0,2022-07-15,2022-07-15
10s,2452383,12.0,2022-07-15,2022-07-15
20s,2744769,61.0,2022-07-15,2022-07-15
30s,2751886,112.0,2022-07-15,2022-07-15
40s,2881179,332.0,2022-07-15,2022-07-15
50s,2306919,1021.0,2022-07-15,2022-07-15
60s,1885500,2922.0,2022-07-15,2022-07-15
70s,892848,5703.0,2022-07-15,2022-07-15
over_80s,541088,14525.0,2022-07-15,2022-07-15
under_10s,2220200,24.0,2022-07-14,2022-07-14
10s,2445884,12.0,2022-07-14,2022-07-14
20s,2737243,61.0,2022-07-14,2022-07-14
30s,2745999,112.0,2022-07-14,2022-07-14
40s,2875581,331.0,2022-07-14,2022-07-14
50s,2302217,1021.0,2022-07-14,2022-07-14
60s,1882339,2919.0,2022-07-14,2022-07-14
70s,891390,5697.0,2022-07-14,2022-07-14
over_80s,540425,14519.0,2022-07-14,2022-07-14
under_10s,2216919,24.0,2022-07-13,2022-07-13
10s,2439794,11.0,2022-07-13,2022-07-13
20s,2729025,61.0,2022-07-13,2022-07-13
30s,2739915,112.0,2022-07-13,2022-07-13
40s,2869716,331.0,2022-07-13,2022-07-13
50s,2297559,1017.0,2022-07-13,2022-07-13
60s,1879408,2917.0,2022-07-13,2022-07-13
70s,890001,5696.0,2022-07-13,2022-07-13
over_80s,539772,14511.0,2022-07-13,2022-07-13
under_10s,2213519,24.0,2022-07-12,2022-07-12
10s,2433463,11.0,2022-07-12,2022-07-12
20s,2720841,61.0,2022-07-12,2022-07-12
30s,2733272,112.0,2022-07-12,2022-07-12
40s,2863866,331.0,2022-07-12,2022-07-12
50s,2292756,1017.0,2022-07-12,2022-07-12
60s,1876358,2918.0,2022-07-12,2022-07-12
70s,888674,5691.0,2022-07-12,2022-07-12
over_80s,539112,14503.0,2022-07-12,2022-07-12
under_10s,2210265,24.0,2022-07-11,2022-07-11
10s,2427230,11.0,2022-07-11,2022-07-11
20s,2714132,61.0,2022-07-11,2022-07-11
30s,2727308,111.0,2022-07-11,2022-07-11
40s,2857889,331.0,2022-07-11,2022-07-11
50s,2288046,1017.0,2022-07-11,2022-07-11
60s,1873591,2917.0,2022-07-11,2022-07-11
70s,887487,5690.0,2022-07-11,2022-07-11
over_80s,538590,14499.0,2022-07-11,2022-07-11
under_10s,2208821,24.0,2022-07-10,2022-07-10
10s,2425144,11.0,2022-07-10,2022-07-10
20s,2711892,61.0,2022-07-10,2022-07-10
30s,2725267,111.0,2022-07-10,2022-07-10
40s,2855859,331.0,2022-07-10,2022-07-10
50s,2286617,1017.0,2022-07-10,2022-07-10
60s,1872706,2911.0,2022-07-10,2022-07-10
70s,887131,5685.0,2022-07-10,2022-07-10
over_80s,538408,14492.0,2022-07-10,2022-07-10
under_10s,2207050,24.0,2022-07-09,2022-07-09
10s,2422021,11.0,2022-07-09,2022-07-09
20s,2708167,61.0,2022-07-09,2022-07-09
30s,2722251,111.0,2022-07-09,2022-07-09
40s,2852820,331.0,2022-07-09,2022-07-09
50s,2283966,1017.0,2022-07-09,2022-07-09
60s,1870813,2911.0,2022-07-09,2022-07-09
70s,886326,5679.0,2022-07-09,2022-07-09
over_80s,538021,14479.0,2022-07-09,2022-07-09
under_10s,2205294,24.0,2022-07-08,2022-07-08
10s,2418870,11.0,2022-07-08,2022-07-08
20s,2704098,61.0,2022-07-08,2022-07-08
30s,2719359,111.0,2022-07-08,2022-07-08
40s,2849836,331.0,2022-07-08,2022-07-08
50s,2281288,1017.0,2022-07-08,2022-07-08
60s,1869123,2909.0,2022-07-08,2022-07-08
70s,885636,5673.0,2022-07-08,2022-07-08
over_80s,537668,14468.0,2022-07-08,2022-07-08
under_10s,2203660,24.0,2022-07-07,2022-07-07
10s,2416114,11.0,2022-07-07,2022-07-07
20s,2700100,61.0,2022-07-07,2022-07-07
30s,2716322,111.0,2022-07-07,2022-07-07
40s,2846922,331.0,2022-07-07,2022-07-07
50s,2278877,1017.0,2022-07-07,2022-07-07
60s,1867558,2908.0,2022-07-07,2022-07-07
70s,884981,5667.0,2022-07-07,2022-07-07
over_80s,537328,14463.0,2022-07-07,2022-07-07
under_10s,2202184,24.0,2022-07-06,2022-07-06
10s,2413628,10.0,2022-07-06,2022-07-06
20s,2695997,61.0,2022-07-06,2022-07-06
30s,2713319,111.0,2022-07-06,2022-07-06
40s,2844094,331.0,2022-07-06,2022-07-06
50s,2276558,1017.0,2022-07-06,2022-07-06
60s,1866203,2907.0,2022-07-06,2022-07-06
70s,884381,5663.0,2022-07-06,2022-07-06
over_80s,536995,14459.0,2022-07-06,2022-07-06
